PC1,PC2,year,driverId,driver_name,primary_constructor_name
2.953996486137615,0.9864842931438679,2017,836,Pascal Wehrlein,Sauber
2.6206808940146185,0.4631078445796517,2017,838,Stoffel Vandoorne,McLaren
0.18252770574878224,0.04282990650478228,2017,839,Esteban Ocon,Force India
1.8862991853410738,0.772217970220725,2017,840,Lance Stroll,Williams
2.619450333746806,4.157238985564117,2017,842,Pierre Gasly,Toro Rosso
-6.105552956070661,1.0533929549618712,2018,1,Lewis Hamilton,Mercedes
1.6588240592892318,0.5070966607591864,2018,4,Fernando Alonso,McLaren
-3.4099768474579912,-0.20078852968954297,2018,8,Kimi Räikkönen,Ferrari
-4.718648020940581,-0.10851593420603606,2018,20,Sebastian Vettel,Ferrari
1.5283375212457213,-1.1512786299506357,2018,154,Romain Grosjean,Haas F1 Team
0.8578553318553191,-0.013406635606142457,2018,807,Nico Hülkenberg,Renault
0.4471749363792307,-0.223942155377889,2018,815,Sergio Pérez,Force India
-1.129564339339461,1.2670306791794124,2018,817,Daniel Ricciardo,Red Bull
-3.074097077796344,-0.37842344756634894,2018,822,Valtteri Bottas,Mercedes
0.881639562605891,-0.7477821134188244,2018,825,Kevin Magnussen,Haas F1 Team
2.753875816359289,0.9806386722715321,2018,828,Marcus Ericsson,Sauber
-2.9540807335588792,1.2670618183653013,2018,830,Max Verstappen,Red Bull
0.7487208330624989,-0.7339886682371164,2018,832,Carlos Sainz,Renault
2.536350852415073,0.8921482692616555,2018,838,Stoffel Vandoorne,McLaren
0.9887968285116279,-0.2588912409863644,2018,839,Esteban Ocon,Force India
2.7816968483778397,0.3213751907717034,2018,840,Lance Stroll,Williams
1.689816746574074,-0.1275967463067722,2018,842,Pierre Gasly,Toro Rosso
2.720362569926922,-0.03189109305117426,2018,843,Brendon Hartley,Toro Rosso
1.6431062886101504,0.29702571005728734,2018,844,Charles Leclerc,Sauber
3.323862680471187,-0.003664373681197792,2018,845,Sergey Sirotkin,Williams
-6.324686026253471,0.6737777077656344,2019,1,Lewis Hamilton,Mercedes
1.4169722907947675,-1.196084565296996,2019,8,Kimi Räikkönen,Alfa Romeo
2.9457086039727782,-1.3757229062792586,2019,9,Robert Kubica,Williams
-3.02270142382709,-0.8001227515540051,2019,20,Sebastian Vettel,Ferrari
1.7923957643318025,-1.507893331848578,2019,154,Romain Grosjean,Haas F1 Team
1.325210813028607,-1.043662898255014,2019,807,Nico Hülkenberg,Renault
1.2385403071833399,0.2778371283258286,2019,815,Sergio Pérez,Racing Point
0.9794685727697544,-0.5354770760299254,2019,817,Daniel Ricciardo,Renault
-4.446416855366095,0.4682389487515196,2019,822,Valtteri Bottas,Mercedes
1.4048159112967076,-2.035332466288438,2019,825,Kevin Magnussen,Haas F1 Team
1.4408024678213884,0.7418477487869491,2019,826,Daniil Kvyat,Toro Rosso
-3.6905921001397193,0.2698710814151216,2019,830,Max Verstappen,Red Bull
0.2680638206122758,0.16925442777110167,2019,832,Carlos Sainz,McLaren
2.1635638171476868,0.7575222278887341,2019,840,Lance Stroll,Racing Point
2.061417269275033,-0.688681544160948,2019,841,Antonio Giovinazzi,Alfa Romeo
0.3761902921441869,-2.307939200232598,2019,842,Pierre Gasly,Red Bull
-3.4433393964553205,-0.7029865366327367,2019,844,Charles Leclerc,Ferrari
0.8117936861931316,-1.1523407963323302,2019,846,Lando Norris,McLaren
3.0145081625179286,-0.25087354985228044,2019,847,George Russell,Williams
-0.3543610016569327,-2.421574748472223,2019,848,Alexander Albon,Toro Rosso
-5.874099060168292,1.470669237109928,2020,1,Lewis Hamilton,Mercedes
2.1930035799096794,1.521140410858368,2020,8,Kimi Räikkönen,Alfa Romeo
0.8789981126173076,0.6735728476935282,2020,20,Sebastian Vettel,Ferrari
1.7558621261517384,-0.1481032668385913,2020,154,Romain Grosjean,Haas F1 Team
-1.1449191793819975,0.4989017668074694,2020,815,Sergio Pérez,Racing Point
-1.1043476344954488,0.31054437771468824,2020,817,Daniel Ricciardo,Renault
-3.755459555928522,-0.5276721952362969,2020,822,Valtteri Bottas,Mercedes
2.914032198458408,0.2900766308757782,2020,825,Kevin Magnussen,Haas F1 Team
0.9535966254952073,0.5320868630312724,2020,826,Daniil Kvyat,AlphaTauri
-3.0505773015875195,0.6000392875354342,2020,830,Max Verstappen,Red Bull
-0.3204870603227002,0.7611968075603196,2020,832,Carlos Sainz,McLaren
0.2326267919434481,0.9859746969279043,2020,839,Esteban Ocon,Renault
-0.3793237039642629,0.41515360773685234,2020,840,Lance Stroll,Racing Point
2.291172388385463,1.5762537126127147,2020,841,Antonio Giovinazzi,Alfa Romeo
-0.04349791349905822,0.9895985570648372,2020,842,Pierre Gasly,AlphaTauri
-0.5144048864310443,0.44918677528117096,2020,844,Charles Leclerc,Ferrari
-0.7559516684121695,0.44773864511021255,2020,846,Lando Norris,McLaren
2.1321750692950037,-2.348910616932078,2020,847,George Russell,Williams
-1.127751439940787,-0.12940256423588395,2020,848,Alexander Albon,Red Bull
2.4784470536259704,1.591765457254634,2020,849,Nicholas Latifi,Williams
-5.635494645384015,0.3777748210762951,2021,1,Lewis Hamilton,Mercedes
0.2836918723644157,-0.48307331071972465,2021,4,Fernando Alonso,Alpine F1 Team
2.1959064784364655,-0.40407601289105105,2021,8,Kimi Räikkönen,Alfa Romeo
1.2402229926100476,-1.0191325565742464,2021,20,Sebastian Vettel,Aston Martin
-2.3917937191164342,-1.8235051772536488,2021,815,Sergio Pérez,Red Bull
-0.49206695115305227,-0.17727847586504625,2021,817,Daniel Ricciardo,McLaren
-2.7754841334134515,-0.2512803147329914,2021,822,Valtteri Bottas,Mercedes
-5.661930789525518,0.9611260398514169,2021,830,Max Verstappen,Red Bull
-1.8059775847010187,-0.19008271345436556,2021,832,Carlos Sainz,Ferrari
0.5008389477844754,-0.4172342546810144,2021,839,Esteban Ocon,Alpine F1 Team
1.2857785876995496,-0.08095925740105508,2021,840,Lance Stroll,Aston Martin
2.3383124135515407,-1.1691745064902863,2021,841,Antonio Giovinazzi,Alfa Romeo
-0.6990209227196899,-1.577492230255743,2021,842,Pierre Gasly,AlphaTauri
-1.4116386277624728,-0.9532835179757567,2021,844,Charles Leclerc,Ferrari
-1.3797651754648712,-0.7842340974476463,2021,846,Lando Norris,McLaren
1.806831198701881,-0.9092626357153362,2021,847,George Russell,Williams
2.3219601599676096,-0.9606555803488741,2021,849,Nicholas Latifi,Williams
1.378309324843938,-1.1923722609883085,2021,852,Yuki Tsunoda,AlphaTauri
3.571253101678296,-0.6722483937991226,2021,853,Nikita Mazepin,Haas F1 Team
3.3108646305132745,-0.3565824780516796,2021,854,Mick Schumacher,Haas F1 Team
-2.8342118293990275,-0.11348320257908778,2022,1,Lewis Hamilton,Mercedes
0.09372885796162525,-0.42772994899503086,2022,4,Fernando Alonso,Alpine F1 Team
0.46840344385161337,0.3089402678648759,2022,20,Sebastian Vettel,Aston Martin
-3.717419737840448,-0.2558578814020215,2022,815,Sergio Pérez,Red Bull
0.5852026962545027,-0.970650701399471,2022,817,Daniel Ricciardo,McLaren
0.585736387449056,-1.1200866094857727,2022,822,Valtteri Bottas,Alfa Romeo
1.449982017352827,-1.2320772332781842,2022,825,Kevin Magnussen,Haas F1 Team
-6.3971574474255455,1.181007312437156,2022,830,Max Verstappen,Red Bull
-2.6405307612002638,-0.022142183670886974,2022,832,Carlos Sainz,Ferrari
-0.4989966799277983,-0.01724678961134623,2022,839,Esteban Ocon,Alpine F1 Team
1.100784533977012,0.593934427609902,2022,840,Lance Stroll,Aston Martin
0.6273917496590531,-1.2949503545821217,2022,842,Pierre Gasly,AlphaTauri
-3.839510549119513,0.05872682485751122,2022,844,Charles Leclerc,Ferrari
-1.1482415074251349,-0.7986550017190662,2022,846,Lando Norris,McLaren
-3.2981764126937487,-0.18935505164164645,2022,847,George Russell,Mercedes
1.9546295499462072,0.46043582687535195,2022,848,Alexander Albon,Williams
2.6887796910888895,-0.18468103510810857,2022,849,Nicholas Latifi,Williams
1.518933776218381,-1.5867861779020491,2022,852,Yuki Tsunoda,AlphaTauri
1.8110697792850268,-0.8205655787708781,2022,854,Mick Schumacher,Haas F1 Team
1.5402426878020128,-0.8409782142439889,2022,855,Guanyu Zhou,Alfa Romeo
-2.6721648964748774,-0.10173544281472868,2023,1,Lewis Hamilton,Mercedes
-2.7209444095948214,-0.554279060893481,2023,4,Fernando Alonso,Aston Martin
1.0446769366189903,-3.1674417731763977,2023,807,Nico Hülkenberg,Haas F1 Team
-2.9877606430900885,0.9893374918142385,2023,815,Sergio Pérez,Red Bull
1.241383688989138,2.436620730592861,2023,817,Daniel Ricciardo,AlphaTauri
1.0878121189738597,-1.3993321989983372,2023,822,Valtteri Bottas,Alfa Romeo
1.7716373929236966,-2.464373494450185,2023,825,Kevin Magnussen,Haas F1 Team
-7.816539457182475,2.2773759311241943,2023,830,Max Verstappen,Red Bull
-2.3186584154201837,-1.1623035810004256,2023,832,Carlos Sainz,Ferrari
0.18179064151074667,-0.643911908527508,2023,839,Esteban Ocon,Alpine F1 Team
-0.24403481134721947,-0.5256943375646834,2023,840,Lance Stroll,Aston Martin
-0.5594408852406147,-0.5551961564828143,2023,842,Pierre Gasly,Alpine F1 Team
-2.235150870440563,-0.7772859234608472,2023,844,Charles Leclerc,Ferrari
-2.026929499755159,-0.642076019092551,2023,846,Lando Norris,McLaren
-1.7362015278765413,-0.9005594885780762,2023,847,George Russell,Mercedes
0.42936073173538186,-0.6583743474403209,2023,848,Alexander Albon,Williams
0.8972866219342192,-0.30674483130161884,2023,852,Yuki Tsunoda,AlphaTauri
1.5210937312658201,-0.4530742154185017,2023,855,Guanyu Zhou,Alfa Romeo
2.3981404350309012,0.8496390369915378,2023,856,Nyck de Vries,AlphaTauri
-0.3402330082917525,-1.0357005793974223,2023,857,Oscar Piastri,McLaren
2.293543525968244,-0.10037088454772272,2023,858,Logan Sargeant,Williams
1.1038831251222225,3.1016488578585517,2023,859,Liam Lawson,AlphaTauri
-2.5383384014307255,-0.20527967395995433,2024,1,Lewis Hamilton,Mercedes
-0.25510442255272764,-1.6491956315630463,2024,4,Fernando Alonso,Aston Martin
0.7361997736067233,-1.2554341964360103,2024,807,Nico Hülkenberg,Haas F1 Team
-1.127573307167779,-1.3395263639456942,2024,815,Sergio Pérez,Red Bull
1.8094010758491001,0.019993919360716983,2024,817,Daniel Ricciardo,RB F1 Team
2.5969010888371065,-1.859266832123275,2024,822,Valtteri Bottas,Sauber
1.218039844255286,-0.7768836621620175,2024,825,Kevin Magnussen,Haas F1 Team
-5.542664557977477,0.2159775492031866,2024,830,Max Verstappen,Red Bull
-3.428934876026723,-0.7255422664613137,2024,832,Carlos Sainz,Ferrari
1.4590298709262381,-1.6350398731164033,2024,839,Esteban Ocon,Alpine F1 Team
1.4007890592060608,-1.328709055746454,2024,840,Lance Stroll,Aston Martin
1.0276933533985082,-0.7840689791276392,2024,842,Pierre Gasly,Alpine F1 Team
-4.192318778319518,-0.06333610698495422,2024,844,Charles Leclerc,Ferrari
-4.795593214966726,-1.0040290524640605,2024,846,Lando Norris,McLaren
-2.773710015837111,-0.9537392262432016,2024,847,George Russell,Mercedes
1.839125128886208,-1.7343722385703302,2024,848,Alexander Albon,Williams
1.2475805042152506,-2.1074460642013846,2024,852,Yuki Tsunoda,RB F1 Team
2.712756148177267,-0.7825785431906366,2024,855,Guanyu Zhou,Sauber
-3.6696428157949286,-0.7482274640264125,2024,857,Oscar Piastri,McLaren
2.871628493677999,1.0582039410802475,2024,858,Logan Sargeant,Williams
0.8920663304170381,2.004960925928388,2024,859,Liam Lawson,RB F1 Team
1.4084077318129218,1.766012013201272,2024,861,Franco Colapinto,Williams
